,headline_text,clean,sensational_score
8771.0,"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",follow session text hous speaker joe straps acknowledge thank tireless effort plan parenthood nation premier abort provid,0.07715976585755824
8772.0,Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,say gov scott walker made wisconsin nd nation lose job,0.08130614430299943
8773.0,Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,gov rick scott sign law bill give florida public offici easi way avoid disclose person financ,0.04265767891313188
8774.0,Ohio today has the fewest number of state employees since the Reagan administration.,ohio today fewest number state employe sinc reagan administr,0.014918542286577519
8775.0,This is the worst jobs recovery since the Great Depression.,worst job recoveri sinc great depress,0.03852656542230348
8776.0,"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",selfhood bring replace shut within eight year,0.031254201073059984
8777.0,"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",say jim renacci ran washington establish elect hypocrit embrace big money special interest fundraise,0.04970704276941518
8778.0,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,whether governor massachusetts abl appoint interim u sent,0.0885493530703706
8779.0,"In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.",torpor paid tax every worker today pay cent every worker,0.07066076214046468
8780.0,"In the last four years, our economy has grown on average 0.9 percent a year.",last four year economi grown averag percent year,0.04192083888124887
8781.0,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,rode island taken feder medicaid fund shown run program cost effect feder govern,0.029527396924453386
8782.0,Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally.,harry reid vote give iller social secur benefit even time iller,0.03510048810694155
8783.0,"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?",say presid obama said nobody made guy go war whine bear cost choice,0.061995505056615774
8784.0,"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.",littl percent elect bill elect bill percent pas through whether build nuclear plant whatev may plan nuclear plant repair increas percentage,0.05435978667050967
8785.0,What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.,district columbia tri handgun ban protect toddler gun,0.07314441308279973
8786.0,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,there noth vote instruct weve get last sever elect let know limit master lever,0.033833069314702535
8787.0,On raising taxes.,rais tax,0.034941318767277685
8788.0,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",obamacare slush fund paid spay neuter dog cat count anti ones campaign,0.06032203129424063
8789.0,Thousands of Americans have been killed by illegal immigrants.,thousand american kill iller immigra,0.08073684411032855
8790.0,"There is currently no ability to vet these people, referring to Syrian refugees.",current abil vet peopl refer syrian refuge,0.04431606785424458
8791.0,A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,bill save teacher job complet paid close torpor tax loophole,0.046971036685155454
8792.0,"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",say george w bush administr lose million job per month barack obama three year gain hundi thousand job per month,0.09671523555394701
8793.0,A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.,u govern account offic report say plan parenthood feder america find billion given feder govern,0.03498060811060366
8794.0,"Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.",administr gov scott walker northern wisconsin mine economi move forward peopl get good high pay job,0.08302451314428883
8795.0,Obamacare prevents (Florida) from regulating insurance.,obamacare prevent florida regul insur,0.03863738022825869
8796.0,We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.,got quonset busi park free get zero dollar state coffer fact produc job,0.06901284547222741
8797.0,Super Bowl Sunday has the highest rate of domestic violence.,super bowl sunday highest rate domes violence,0.02811086677930319
8798.0,More people without health care since George Bush took office; more children in poverty since George Bush took office.,peopl without health care sinc george bush took offic child poverty sinc george bush took offic,0.04567190175369917
8799.0,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",georgia th highest rate adult age without high school diploma ged,0.015208265549435995
8800.0,"We've lost over 5,000 Americans over there in Afghanistan, in Iraq, and plus the civilians killed.",lost american afghanistan iraq plus civilian kill,0.0324487689029187
8801.0,On mandating health care coverage.,mandat health care coverage,0.03725951507517766
8802.0,"Since President Obama took office, over 88,000 Ohio workers have lost their jobs.",sinc presid obama took offic ohio worker lost job,0.046275213530657666
8803.0,Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,say ron johnson vote five time tax break help company ship wisconsin job oversea,0.04033999416133738
8804.0,Says he led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.,say led effort build new univers wisconsin milwaukee engin campus wauwatosa,0.0503575634375818
8805.0,"There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress that concluded nobody did anything wrong, but there were changes we could make.",seven investig bengali led most republican congress conclude nobody anoth wrong chang could make,0.0738710839551896
8806.0,I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,creat flat tax state utah took state number one posit term job creation,0.09330656133417659
8807.0,On using embryonic stem cells for medical research.,use embryos stem cell medic research,0.011509716373219958
8808.0,One-third of the economic stimulus package was tax cuts.,one third econom stimulus packag tax cut,0.044233982427426266
8809.0,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco.",taxpayer pay month hous speaker nancy pelosi district offic downtown san francisco,0.06784331786440323
8810.0,"Sherrod Brown opposed blocking a new EPA emissions rule, despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio.",sheared brown oppos block new epa miss rule despit acknowledge epa cap trade regul burdensome could harm econom growth ohio,0.09126999784574152
8811.0,"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.",presid barack obama gave half billion taxpayer money help friend solyndra busi white hous knew path bankruptcy,0.05428982259455506
8812.0,"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",went back ones rate exist would save medical system trillion dollar,0.08757031795051706
8813.0,"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",im candid democrat primary actual either side wall street financi hedge fund manag actual run ad,0.09400934121596627
8814.0,"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",jimmy langevin fundraise retire debt campaign secretary state year ago,0.0358723617349892
8815.0,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",averag student spend life loan surcharge,0.05245660138346264
8816.0,"In Afghanistan, it is very, very rare that someone who is killed in action is not killed by an improvised explosive device, or IED.",afghanistan rare someon kill action kill improves expos device ie,0.041429776825502196
8817.0,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,say feder plan expand medicaid would cost florida taxpayer billion year,0.06895724266375836
8818.0,Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,say dont agre mr hale give sweep break develop allow build infill hous without pay basic,0.0619548010672023
8819.0,"The Obama administration is proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030.",obama administr propos mine anoth billion ton whom coal would unleash three time carbon pollute obama clean power plan would even save,0.0701513650214558
8820.0,Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,say wend founder dave thomas left state liter death avoid estate tax,0.031118397794376418
8821.0,I helped to bring peace to Northern Ireland.,help bring peace northern ireland,0.04333642572959173
8822.0,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,african american like arrest polic sentence longer prison term thing white,0.11006245839403328
8823.0,"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",trillion spent anti poverty program enough give every singl poor american check,0.07532981193263877
8824.0,I have always opposed drivers licenses for illegal aliens.,alway oppos driver licens iller alien,0.07595725461391423
8825.0,Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,there three independ investig bring scandal said christi prior knowledge involv lane closer,0.04539175507326376
8826.0,Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,say david wu presid month oregon unemploy rate nation averag,0.05813997871524523
8827.0,Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,wisconsin one sever state chang early ballot think you made mistake,0.05820905822695854
8828.0,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,say kurt scraper cast decid vote fail extend tax cut oregon middle class famili small busi,0.06265416755037168
8829.0,Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,pakistan nuclear warhead theyr rush build lot theyll great britain sometime relat near futur,0.042873677475944505
8830.0,"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.",new feder regul cost paella county million fix singl ditch,0.029634534930620737
8831.0,Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,say gov scott walker open back move abolish state retire system convert k style plan reduc pension least third current retire public employe,0.06881803368757489
8832.0,"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.",mani conspire came muslim brotherhood includ osama bin laden layman zawahiri khalid sheikh mohan,0.0266466331617492
8833.0,Gangs have increased by 40 percent since this president was elected.,gang increas percent sinc presid elect,0.037296151662777666
8834.0,"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",latest evil republican success sinc begin current legis term state unemploy gone almost adjust,0.1001307664167137
8835.0,Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,republican mark kirk outsource campaign super pac fund almost explus bunch hedge fund billionaire dont super pac,0.04664439632938833
8836.0,Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege.,wisconsin educ agency urg white student wear white wristband remind white privilege,0.028663336415047036
8837.0,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,nuclear nonprolifer treat enrich limit basic weapon state,0.06671786539388636
8838.0,Surface temperatures on Earth have stabilized.,surface temperature earth stabile,0.0
8839.0,Sen. Jeff Merkley voted six times for more debt.,sen jeff merely vote six time debt,0.04149752145222463
8840.0,How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,mani concert would taylor swift perform pay one day interest nation debt would perform every day three year,0.07119065477295328
8841.0,"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",congress cut fund slash fund veteran benefit last year,0.04012510917393908
8842.0,Says the United States has the worlds greatest health care system.,say unit state world greatest health care system,0.027730577577035453
8843.0,U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,u sent candid jack kingston request earmark ga congressman ga gop member combin,0.024565879836576987
8844.0,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,semen unable fill approxi skill trade posit metro atlanta,0.09558916500810821
8845.0,Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,fifth three percent graduate liber art college day cant find job,0.07820450443823446
8846.0,Says Delaware County has more waterfront property than any other county in the state of Ohio,say delaware county waterfront property county state ohio,0.025508062721834812
8847.0,Says he has never received any contributions from the Koch brothers.,say never receiv contribut koch brother,0.03367447573448212
8848.0,"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",john mccain health care plan leaf pay mccain health insur tax,0.06886550833327876
8849.0,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,georgia led nation student fatal caus motorist iller pass stop school bus,0.05138296571371337
8850.0,Says President AbrahamLincoln tried to arm the slaves.,say presid abrahamlincoln tri arm slave,0.08508277075276405
8851.0,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",deliv flat tax state took state job creation due respect rick peri said text littl bit better,0.0819432973653379
8852.0,"Part of his ride was to warn the British that were already there that, Hey, youre not going to succeed.",part ride warn british already hey your go succeed,0.04357503524036366
8853.0,I cut taxes 23 times when I was mayor of New York City.,cut tax time mayor new york citi,0.08213767301602382
8854.0,"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",govern magazin estim state dont expand medicaid minimum said percent rural hospita close state,0.03500418905817104
8855.0,"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",sweetheart deal member congress thank obama administr go peopl america get subsidy obamacare exchange,0.0669945993852108
8856.0,"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",sen robert bennett r utah cast vote tarp stimulus individu mandat health care,0.07380417779373172
8857.0,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",republican governor chris christi toll cost train bus ride cost college tuition go christi protect tax cut millionaire,0.1002859678546606
8858.0,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",delhi salary retire lost percent pension result polit favorit backroom deal,0.027414634625244405
8859.0,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,florida democrat put social secur number wife employ identif number mail piece,0.017997106953180797
8860.0,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,say new epa water regul would forc state make drainage canal every bit clean pristine florida river system,0.06307505605886476
8861.0,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",sharon angle support scientology plan give massage prison,0.03934872682193258
8862.0,"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",eight year ronald reagan african american median incom rose,0.07035816253491323
8863.0,The largest enterprise in the world is the federal government of the United States of America,largest enterprise world feder govern unit state america,0.03222960118903373
8864.0,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,say oregon rank th nation regard scarcer rate,0.02035017156912966
8865.0,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",year intact rais fuel standard middle next dead car truck go twice far gallon gas,0.09276303317169765
8866.0,Says Jeb Bush has released 10 percent of his emails.,say jeb bush releas percent email,0.04371613819959652
8867.0,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,privat sector job creat first eight month eight year bush administr,0.06497566207104088
8868.0,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,creep defens commit middle east global consum half u discretionary budget annual,0.06627012634023832
8869.0,"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",karen handel would felt like ok go abort sarah palin son trig syndrom,0.08509313386761752
8870.0,The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,u census belief major american use spanish first language,0.08537562672661814
8871.0,"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",ceo hp car firing laid worker,0.08239852691845406
8872.0,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,politician torpor lobbyist tri take away right spend paycheck want,0.03481595038147889
8873.0,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",percent latino support dream act allow undock youth attend college marco rubio oppos,0.07173321622130935
8874.0,I remember landing under sniper fire.,remem land sniper fire,0.0
8875.0,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,say mahout ahmadinejad said nuclear weapon use wipe israel face earth use unit state america,0.03892215852437109
8876.0,Bill McCollum on the Arizona immigration law.,bill mccollum arizona immigra law,0.03621252292591748
8877.0,There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,similar clip newt gingrich talk effect presid bush tri control north korea,0.057258356553823164
8878.0,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,say rick peri guy track democrat legis fled text,0.056128327497520614
8879.0,Rhode Islands graduated driving license has saved hundreds of lives.,rode island graduate drive licens save hundi life,0.020363494003843408
8880.0,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",eight five percent florida benefit expand medicaid singl childless adult,0.04369784582599545
8881.0,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,wisconsin unemploy rate higher u rate three month mari bulk state commerce secretary,0.048042567840229644
8882.0,Georgia lawmakers fuel up for the session by feasting on wild hogs.,georgia lawman fuel session feast wild hog,0.0
8883.0,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,switzerland govern issu every household gun lowest gun relat crime rate civil country world,0.06573272905602734
8884.0,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,say rasmussen fans claim live west linn district year,0.0415168044830031
8885.0,Ninety-five percent of all the wages in Texas are above minimum wage.,ninety five percent wage text minimum wage,0.02392947020131364
8886.0,We dont have a (military) reserve force if something happens.,dont military reserve forc cometh happen,0.03473208148104068
8887.0,Georgias illegal-immigration legislation simply follows existing federal law.,georgia iller immigra legis simply follow exist feder law,0.05326913840972469
8888.0,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",saysthe anchor babi born unit state year areindividu come country child child u citizen,0.040270966341942716
8889.0,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,wisconsin gov scott walker budget okay dispose claim pound dog univers research facil,0.0547161590650026
8890.0,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",hope scholarship percent high school student made sat left state georgia percent stay state georgia,0.04225891155280459
8891.0,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,democrat campaign fla governor ever kind resource early elect cycle,0.06041427249709108
8892.0,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,say hillary clinton spoken lie foreign police said want japan get nuclear weapon give break,0.03740271189671718
8893.0,The error rates for the Fulton County elections department are well below the average.,error rate fulton county elect depart well averag,0.033574927956258716
8894.0,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",oregon conceal gun applic includ home phone number home address social secur number kind gun hous whether dishonor discharge military control substance take ever accus accus mind stalk,0.08245674576878648
8895.0,"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",becom nomine democrat nomine pro choice candid ballot,0.07462461357292727
8896.0,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",smoke rate nation fallen percent georgian still light,0.052487671570105476
8897.0,"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",percent firearm dealer inspect noncompli feder law percent inspect dealer licens revoke,0.030180821099572652
8898.0,"John McCain's tax plan will give no reduction ""for 100-million American families.""",john mccain tax plan give reduce million american famili,0.06737641846444253
8899.0,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,think littl le half peopl prison le year peopl check kiter dont pay child support lock state pen,0.04198015243077724
8900.0,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",rob portman plan tax slash privat social secur would devas onion,0.05883811837216324
8901.0,The founders advised non-interventionism.,founder advis non intervention,0.0
8902.0,The state constitution clearly says theres not to be a state income tax in Tennessee.,state constitute clear say there state incom tax tennessee,0.028348824121020688
8903.0,The Bush administration prosecuted 190 suspected terrorists in federal courts.,bush administr prosecute suspect terrorist feder court,0.05903297853889655
8904.0,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,quarterback super bowl mvp percent time,0.029816502323279148
8905.0,This is the slowest job recovery since Hoover.,slowest job recoveri sinc hoover,0.01269407904735409
8906.0,Says Mitt Romney flip-flopped on abortion.,say mitt romney flip flop abort,0.056686747353398625
8907.0,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",past presid obama refus meet repres cuban exit organ,0.0564240910317404
8908.0,We buy 35 percent of all Chinese exports.,buy percent chines export,0.06570067036986449
8909.0,53 percent of Americans cut back on their health care in the last year because of costs.,percent american cut back health care last year cost,0.09166006413565064
8910.0,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,say transport plan would make virginia first state nation elimi state tax gasoline,0.07959854973456926
8911.0,Wisconsin now ranks among the top 10 states for out-migration.,wisconsin rank among top state migrate,0.032085495663568
8912.0,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,weve outdrawn super bowl littl arena stadium weve follow super bowl weve gone nfl surpass ticket sale,0.026662864504651163
8913.0,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,wisconsin woman paid cent dollar man job,0.0584035431724651
8914.0,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,say state pension health benefit reform includ destruct public sector collect bargain right,0.02483736223283195
8915.0,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,say paul workman author legis provid amnesty iller immigra,0.06510577455097855
8916.0,Steve Santarsiero wrote PAs Gun Safety Law.,steve santarsiero wrote pa gun safety law,0.05922679508085782
8917.0,Says Common Core is a federal mandate.,say common core feder mandat,0.04560169937405012
8918.0,Milwaukees police chief can fire officers for basically no cause.,milwaukee polic chief fire offic basic caus,0.039147120356108345
8919.0,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,percent text th grader profit math teacher undergrad major math,0.04645778168017689
8920.0,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,ten retire nun bar vote indiana democrat primary,0.1339428374324163
8921.0,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,goodwill industry intern pay worker disable wage low penny per hour,0.05628118932223014
8922.0,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",john mccain vote tax cut wrong claim help rich,0.04167147839319152
8923.0,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",virginia peopl go get marriage licens year old,0.04539223361148126
8924.0,Republican ideas on health care dont give people an option to even enroll in something that they can afford.,republican idea health care dont give peopl option even enroll cometh afford,0.04984538282926276
8925.0,You cant build a Christian church in Saudi Arabia.,cant build christian church saudi arabia,0.04280963233352231
8926.0,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",congressional budget offic suppose non partisan estim year averag cost every famili four cap trade per year,0.06590915609118086
8927.0,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",feder govern spend year per famili group four could balance budget drop,0.05284376134261681
8928.0,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,pentagon made sinc debunk heroic pow jessica lynch tri avoid capture iraq,0.0462203508134823
8929.0,(Romney's) record was that he raised taxes by $730-million.,romney record rais tax million,0.05018611198480727
8930.0,The U.S. military footprint in Africa is nearly nonexistent.,u military footprint africa near nonsexist,0.022176121125665804
8931.0,On campaign donations from Texas Capitol lobbyists.,campaign donate text capitol lobbyist,0.04724858615233274
8932.0,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",dead social secur medical medicaid mandatory spend program pay interest due debt clips entire budget,0.03752205948604148
8933.0,There are only about 10 people in the United States Senate who have any real business experience.,peopl unit state sent real busi experi,0.07675111402362289
8934.0,Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,sent jeff place save job other cyrus intern,0.04533395230405679
8935.0,95 percent of the worlds customers are beyond our shores.,percent world custom beyond shore,0.03369355654388251
8936.0,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,say reason pay toll every time pas bring mopay william cannon,0.06156922120538355
8937.0,Says he restored prayer and the pledge in our schools.,say restor prayer pledge school,0.015184886166435652
8938.0,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",barack obama candid take dime oil company pac lobbyist,0.026632163213745064
8939.0,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,sayspatrick murphy pay energy agenda mean could pay anoth year util bill,0.04530494429327725
8940.0,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,paul ryan one le dozen republican congressman vote every bailout come congress,0.027238456948771028
8941.0,Says 50 million people would lose their health insurance if Obamacare is repealed.,say million peopl would lose health insur obamacare repeal,0.05354756083536749
8942.0,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,virginia democrat recent enforce voter id rule consider stringent contain state law denounce,0.03962865964506834
8943.0,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",donald trump tax plan top percent taxpayer peopl earn multiple million dollar year averag would get tax relief bottom percent taxpayer combin,0.14797014965338062
8944.0,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,feder money medicaid expand guarantee year go away,0.08431456651272995
8945.0,"Barack Obama will ""raise Social Security taxes.""",barack obama rais social secur tax,0.027168455216318166
8946.0,Obesity kills 34 children per hour.,ones kill child per hour,0.04255605850436972
8947.0,Sherrod Brown sent billions of our tax dollars to foreign countries.,sheared brown sent billion tax dollar foreign country,0.032181838384812034
8948.0,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,say politifact list governor scott walker wisconsin governor told lie untruth governor chris christi made politifact top five lie en governor,0.06783930875297473
8949.0,On whether President Obamas speeches to school children spread socialist ideology.,whether presid obama speech school child spread socialist ideology,0.0476303636129608
8950.0,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,number job creat peopl lift poverty bill clinton presid hundi time presid ronald reagan,0.06693767775524107
8951.0,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",already mayor green bay ribbon cut ribbon cut econom develop around new va center,0.04341154270991643
8952.0,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",bill mccollum also vote numer amend weaken legis even vote make train le access wheelchair,0.08910227786293912
8953.0,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",peopl want minimum wage want marriage equal want woman health care there issu actual really matter social issu matter peopl state know barbara would support issu know governor haunt you seen action he taken,0.04305868673193314
8954.0,Dubious taxpayer-funded stimulus spending -- Part II.,dubious taxpayer fund stimulus spend part ii,0.06674476311771405
8955.0,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",phil pocket vote send epa message they gone far twice,0.06433079551656906
8956.0,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",recent study reveal across nation tax would increas averag year support current sustain public employe pension system florida dollar figure translate year,0.06047157871113451
8957.0,"Obama voted to raise taxes on people making just $42,000.",obama vote rais tax peopl make,0.020309007509412225
8958.0,AIG has fully repaid the federal government plus a profit of more than $22 billion.,aig full repaid feder govern plus profit billion,0.03108768134537998
8959.0,The financial regulatory bill will kill jobs.,financi regulatory bill kill job,0.05418271214461223
